reg_no,name,gender,year,department,cgpa,roommate_1,roommate_2,pref1_block,pref1_room_type,pref2_block,pref2_room_type
230901200,Siddharth Nair,M,3,CSE,8.16,230906201,,10,DC,15,DAC
230906201,Rajat Chatterjee,M,3,CCE,6.34,230901200,,10,DC,15,DAC
230914202,Tarun Joshi,M,3,MT,7.63,230904203,,15,DAC,10,DC
230904203,Sid Singh,M,3,EE,5.9,230914202,,15,DAC,10,DC
230913204,Raghav Iyer,M,3,IS,6.78,240913205,,15,DAC,10,DC
240913205,Yash Gupta,M,2,IS,7.88,230913204,,15,DAC,10,DC
240904206,Yash Bhatt,M,2,EE,5.59,240903207,,15,DAC,23,DAC
240903207,Siddharth Pillai,M,2,ME,8.03,240904206,,15,DAC,23,DAC
240912208,Arjun Singh,M,2,AI,7.48,240914209,,15,DAC,10,DC
240914209,Arjun Gupta,M,2,MT,8.16,240912208,,15,DAC,10,DC
240904210,Aditya Iyer,M,2,EE,7.77,240906212,,15,DAC,14,DAC
240906212,Arjun Gupta,M,2,CCE,9.14,240904210,,15,DAC,14,DAC
240905213,Karan Das,M,2,IT,7.65,240903214,,14,DAC,23,DAC
240903214,Raghav Bhatt,M,2,ME,6.98,240905213,,14,DAC,23,DAC
230902215,Harsh Reddy,M,3,ECE,7.65,240908216,,10,DC,15,DAC
240908216,Rahul Agarwal,M,2,BT,8.15,230902215,,10,DC,15,DAC
230914217,Aditya Singh,M,3,MT,7.56,230914218,,15,DAC,14,DAC
230914218,Pranav Reddy,M,3,MT,7.55,230914217,,15,DAC,14,DAC
240906219,Raghav Patel,M,2,CCE,6.66,240905220,,15,DAC,23,DAC
240905220,Varun Iyer,M,2,IT,6.7,240906219,,15,DAC,23,DAC
240914221,Arjun Gupta,M,2,MT,5.82,240912222,,14,DAC,10,DC
240912222,Aman Agarwal,M,2,AI,9.6,240914221,,14,DAC,10,DC
230909223,Rohan Das,M,3,AE,6.01,240908224,,14,DAC,10,DC
240908224,Aman Das,M,2,BT,6.67,230909223,,14,DAC,10,DC
230903225,Vikram Singh,M,3,ME,6.64,240911226,,15,DAC,23,DAC
240911226,Rahul Singh,M,2,DS,8.57,230903225,,15,DAC,23,DAC
240908227,Pranav Gupta,M,2,BT,7.15,230909228,,14,DAC,23,DAC
230909228,Karan Shetty,M,3,AE,9,240908227,,14,DAC,23,DAC
240908229,Varun Agarwal,M,2,BT,6.69,240902230,,15,DAC,14,DAC
240902230,Karan Kapoor,M,2,ECE,7.83,240908229,,15,DAC,14,DAC
240913231,Pranav Bhatt,M,2,IS,6.5,240901232,,23,QAC,23,DAC
240901232,Karan Bansal,M,2,CSE,10,240913231,,23,QAC,23,DAC
230908233,Siddharth Singh,M,3,BT,6.07,240911234,,14,DAC,23,QAC
240911234,Rohan Patel,M,2,DS,7.87,230908233,,14,DAC,23,QAC
240913235,Arjun Joshi,M,2,IS,8.26,240913236,,15,DAC,14,DAC
240913236,Rohan Joshi,M,2,IS,8,240913235,,15,DAC,14,DAC
230906237,Rajat Agarwal,M,3,CCE,7.28,240901238,,15,DAC,10,DC
240901238,Harsh Pillai,M,2,CSE,7.34,230906237,,15,DAC,10,DC
240902239,Varun Joshi,M,2,ECE,7.55,240907240,,15,DAC,23,DAC
240907240,Rohan Mehta,M,2,CE,7.32,240902239,,15,DAC,23,DAC
240903241,Kunal Bansal,M,2,ME,8.66,240908242,,15,DAC,23,QAC
240908242,Rahul Shetty,M,2,BT,10,240903241,,15,DAC,23,QAC
240914243,Tarun Kapoor,M,2,MT,6.83,240903244,,14,DAC,23,QAC
240903244,Manish Chatterjee,M,2,ME,5.86,240914243,,14,DAC,23,QAC
240901245,Harsh Kapoor,M,2,CSE,7.39,240906246,,15,DAC,14,DAC
240906246,Sid Sharma,M,2,CCE,10,240901245,,15,DAC,14,DAC
240902248,Rohan Reddy,M,2,ECE,6.54,240907249,,14,DAC,10,DC
240907249,Pranav Kapoor,M,2,CE,9.47,240902248,,14,DAC,10,DC
230905250,Vikram Menon,M,3,IT,9.51,230913251,,15,DAC,10,DC
230913251,Aditya Bhatt,M,3,IS,6.84,230905250,,15,DAC,10,DC
240912252,Varun Verma,M,2,AI,8.18,240905253,,14,DAC,10,DC
240905253,Harsh Kulkarni,M,2,IT,9.45,240912252,,14,DAC,10,DC
240909254,Rajat Mehta,M,2,AE,7.05,240906255,,23,DAC,23,QAC
240906255,Ankit Kulkarni,M,2,CCE,7.26,240909254,,23,DAC,23,QAC
240908256,Nikhil Joshi,M,2,BT,6.8,230903257,,10,DC,14,DAC
230903257,Siddharth Pillai,M,3,ME,6.28,240908256,,10,DC,14,DAC
240903258,Karan Joshi,M,2,ME,6.72,240906259,,14,DAC,23,QAC
240906259,Aditya Menon,M,2,CCE,6.03,240903258,,14,DAC,23,QAC
230911260,Karan Iyer,M,3,DS,7.54,240911261,,15,DAC,14,DAC
240911261,Manish Menon,M,2,DS,6.58,230911260,,15,DAC,14,DAC
240912262,Manish Sharma,M,2,AI,7.78,240904263,,15,DAC,23,DAC
240904263,Karan Bhatt,M,2,EE,5.63,240912262,,15,DAC,23,DAC
240912264,Nikhil Singh,M,2,AI,7.9,240912265,,14,DAC,10,DC
240912265,Aditya Agarwal,M,2,AI,8.5,240912264,,14,DAC,10,DC
240908266,Nikhil Pillai,M,2,BT,5.11,240904267,,15,DAC,23,QAC
240904267,Karan Kulkarni,M,2,EE,7.95,240908266,,15,DAC,23,QAC
230915268,Karan Verma,M,3,PE,8.97,240902269,,15,DAC,23,DAC
240902269,Rahul Gupta,M,2,ECE,6.05,230915268,,15,DAC,23,DAC
240912270,Raghav Kulkarni,M,2,AI,9.51,240902271,,14,DAC,23,QAC
240902271,Arjun Reddy,M,2,ECE,8,240912270,,14,DAC,23,QAC
240902272,Varun Nair,M,2,ECE,6.65,240912273,,15,DAC,10,DC
240912273,Yash Verma,M,2,AI,7.43,240902272,,15,DAC,10,DC
230910274,Rajat Mehta,M,3,CHE,8.17,240912275,,14,DAC,23,QAC
240912275,Karan Bhatt,M,2,AI,7.59,230910274,,14,DAC,23,QAC
240904276,Rahul Patel,M,2,EE,8.15,240903277,,15,DAC,14,DAC
240903277,Kunal Sharma,M,2,ME,6.4,240904276,,15,DAC,14,DAC
240910278,Arjun Patel,M,2,CHE,7.7,240908279,,15,DAC,23,DAC
240908279,Kunal Sharma,M,2,BT,5.8,240910278,,15,DAC,23,DAC
240909280,Nikhil Verma,M,2,AE,7.37,240912281,,15,DAC,10,DC
240912281,Karan Verma,M,2,AI,6.42,240909280,,15,DAC,10,DC
240910282,Kunal Shetty,M,2,CHE,6.62,240909283,,14,DAC,15,DAC
240909283,Aman Agarwal,M,2,AE,8.98,240910282,,14,DAC,15,DAC
240914284,Arjun Kulkarni,M,2,MT,8.81,230904285,,14,DAC,10,DC
230904285,Kunal Pillai,M,3,EE,8.23,240914284,,14,DAC,10,DC
240906288,Raghav Shetty,M,2,CCE,6.19,240903290,,14,DAC,23,DAC
240903290,Vikram Menon,M,2,ME,7.12,240906288,,14,DAC,23,DAC
240909291,Sid Agarwal,M,2,AE,8.96,230908292,,15,DAC,23,DAC
230908292,Arjun Mehta,M,3,BT,7.67,240909291,,15,DAC,23,DAC
230910293,Karan Agarwal,M,3,CHE,10,230908294,,14,DAC,15,DAC
230908294,Harsh Menon,M,3,BT,7.97,230910293,,14,DAC,15,DAC
230910295,Raghav Kulkarni,M,3,CHE,7.73,230902296,,10,DC,14,DAC
230902296,Vikram Verma,M,3,ECE,7.13,230910295,,10,DC,14,DAC
240913297,Manish Reddy,M,2,IS,7.66,230910298,,14,DAC,23,QAC
230910298,Sid Bhatt,M,3,CHE,7.32,240913297,,14,DAC,23,QAC
230908299,Aditya Singh,M,3,BT,8.35,240904300,,14,DAC,23,QAC
240904300,Ankit Kapoor,M,2,EE,8.65,230908299,,14,DAC,23,QAC
230914301,Raghav Gupta,M,3,MT,6.56,230909302,,15,DAC,23,DAC
230909302,Rajat Sharma,M,3,AE,5.9,230914301,,15,DAC,23,DAC
240908303,Harsh Patel,M,2,BT,5.3,230913304,,15,DAC,10,DC
230913304,Manish Das,M,3,IS,8.11,240908303,,15,DAC,10,DC
240906305,Ankit Bansal,M,2,CCE,6.18,230912306,,10,DC,23,DAC
230912306,Manish Sharma,M,3,AI,4.92,240906305,,10,DC,23,DAC
240913307,Varun Chatterjee,M,2,IS,7.97,240911308,,14,DAC,23,DAC
240911308,Aditya Bhatt,M,2,DS,10,240913307,,14,DAC,23,DAC
240902309,Varun Agarwal,M,2,ECE,7.49,230911310,,23,DAC,10,DC
230911310,Aditya Patel,M,3,DS,8.51,240902309,,23,DAC,10,DC
230908311,Arjun Joshi,M,3,BT,7.6,240914312,,14,DAC,23,QAC
240914312,Aditya Joshi,M,2,MT,7.38,230908311,,14,DAC,23,QAC
240902313,Vikram Singh,M,2,ECE,8.6,240910314,,14,DAC,15,DAC
240910314,Raghav Iyer,M,2,CHE,7.15,240902313,,14,DAC,15,DAC
230901315,Rahul Joshi,M,3,CSE,7.82,230907316,,14,DAC,10,DC
230907316,Arjun Kapoor,M,3,CE,7.89,230901315,,14,DAC,10,DC
230903317,Kunal Sharma,M,3,ME,6.7,240903318,,15,DAC,23,DAC
240903318,Rohan Shetty,M,2,ME,8.69,230903317,,15,DAC,23,DAC
240903319,Raghav Reddy,M,2,ME,7.29,240913320,,15,DAC,23,DAC
240913320,Karan Kapoor,M,2,IS,6.59,240903319,,15,DAC,23,DAC
240915321,Yash Gupta,M,2,PE,8.14,240903322,,15,DAC,14,DAC
240903322,Manish Gupta,M,2,ME,6.42,240915321,,15,DAC,14,DAC
240915323,Nikhil Nair,M,2,PE,7.53,240902324,,14,DAC,23,DAC
240902324,Arjun Shetty,M,2,ECE,7.49,240915323,,14,DAC,23,DAC
240902326,Arjun Joshi,M,2,ECE,8.8,240910327,,14,DAC,23,DAC
240910327,Arjun Verma,M,2,CHE,8.07,240902326,,14,DAC,23,DAC
240906328,Rohan Bhatt,M,2,CCE,7.47,240914329,,15,DAC,14,DAC
240914329,Aman Joshi,M,2,MT,8.48,240906328,,15,DAC,14,DAC
240901330,Nikhil Singh,M,2,CSE,9.17,240901331,,15,DAC,23,QAC
240901331,Kunal Shetty,M,2,CSE,8.17,240901330,,15,DAC,23,QAC
230908333,Arjun Agarwal,M,3,BT,7.51,230905334,,15,DAC,10,DC
230905334,Vikram Kapoor,M,3,IT,5.93,230908333,,15,DAC,10,DC
230914335,Arjun Iyer,M,3,MT,6.22,240905336,,15,DAC,14,DAC
240905336,Rohan Kapoor,M,2,IT,7.13,230914335,,15,DAC,14,DAC
230904337,Rahul Patel,M,3,EE,6.77,240906338,,15,DAC,14,DAC
240906338,Raghav Pillai,M,2,CCE,7.28,230904337,,15,DAC,14,DAC
230913339,Rohan Chatterjee,M,3,IS,7.57,230910340,,14,DAC,23,DAC
230910340,Manish Patel,M,3,CHE,8.14,230913339,,14,DAC,23,DAC
240903341,Manish Joshi,M,2,ME,7.42,240904342,,14,DAC,23,QAC
240904342,Rajat Nair,M,2,EE,8.08,240903341,,14,DAC,23,QAC
240902343,Raghav Mehta,M,2,ECE,7.58,240913344,,14,DAC,23,QAC
240913344,Harsh Shetty,M,2,IS,5.13,240902343,,14,DAC,23,QAC
240908345,Manish Bhatt,M,2,BT,6.37,240912346,,14,DAC,15,DAC
240912346,Yash Mehta,M,2,AI,7.33,240908345,,14,DAC,15,DAC
240912347,Yash Verma,M,2,AI,6.05,240904348,,10,DC,23,QAC
240904348,Kunal Menon,M,2,EE,8.22,240912347,,10,DC,23,QAC
240901349,Rajat Kulkarni,M,2,CSE,9.34,230910350,,14,DAC,15,DAC
230910350,Raghav Gupta,M,3,CHE,8.96,240901349,,14,DAC,15,DAC
240907351,Rahul Kulkarni,M,2,CE,7.24,230905352,,14,DAC,23,DAC
230905352,Rajat Kapoor,M,3,IT,9.29,240907351,,14,DAC,23,DAC
240912353,Pranav Singh,M,2,AI,7.68,240913354,,14,DAC,23,QAC
240913354,Tarun Agarwal,M,2,IS,7.1,240912353,,14,DAC,23,QAC
240914355,Yash Kapoor,M,2,MT,6.76,240908357,,10,DC,14,DAC
240908357,Rajat Singh,M,2,BT,7.14,240914355,,10,DC,14,DAC
240910358,Siddharth Das,M,2,CHE,7.03,240906359,,15,DAC,14,DAC
240906359,Tarun Kapoor,M,2,CCE,7.7,240910358,,15,DAC,14,DAC
240905360,Rahul Shetty,M,2,IT,7.69,240912361,,15,DAC,14,DAC
240912361,Nikhil Verma,M,2,AI,7.5,240905360,,15,DAC,14,DAC
240901362,Harsh Shetty,M,2,CSE,8.02,230907363,,23,DAC,23,QAC
230907363,Tarun Chatterjee,M,3,CE,8.93,240901362,,23,DAC,23,QAC
240906364,Nikhil Agarwal,M,2,CCE,8.64,240902365,,14,DAC,10,DC
240902365,Rohan Agarwal,M,2,ECE,5.72,240906364,,14,DAC,10,DC
240908366,Tarun Gupta,M,2,BT,4.44,230908367,,15,DAC,23,DAC
230908367,Rohan Nair,M,3,BT,8.62,240908366,,15,DAC,23,DAC
230901368,Rajat Bhatt,M,3,CSE,5.86,240902369,,15,DAC,14,DAC
240902369,Harsh Nair,M,2,ECE,7.23,230901368,,15,DAC,14,DAC
230901370,Yash Iyer,M,3,CSE,6.1,240902371,,15,DAC,23,DAC
240902371,Siddharth Bhatt,M,2,ECE,5.34,230901370,,15,DAC,23,DAC
240901372,Harsh Gupta,M,2,CSE,8.15,230901373,,14,DAC,23,DAC
230901373,Rajat Iyer,M,3,CSE,8.41,240901372,,14,DAC,23,DAC
230904374,Harsh Shetty,M,3,EE,6.81,240904375,,15,DAC,23,QAC
240904375,Rajat Iyer,M,2,EE,4.39,230904374,,15,DAC,23,QAC
240901376,Tarun Iyer,M,2,CSE,6.84,230905377,,14,DAC,23,QAC
230905377,Sid Iyer,M,3,IT,7.97,240901376,,14,DAC,23,QAC
230911378,Tarun Nair,M,3,DS,5.73,240906379,,10,DC,23,DAC
240906379,Rohan Verma,M,2,CCE,7.72,230911378,,10,DC,23,DAC
240911380,Manish Joshi,M,2,DS,7.48,240902381,,15,DAC,14,DAC
240902381,Yash Sharma,M,2,ECE,8.2,240911380,,15,DAC,14,DAC
240910382,Kunal Chatterjee,M,2,CHE,7.64,240906383,,15,DAC,14,DAC
240906383,Aman Chatterjee,M,2,CCE,6.33,240910382,,15,DAC,14,DAC
240903384,Nikhil Agarwal,M,2,ME,8.94,240904385,,15,DAC,14,DAC
240904385,Yash Patel,M,2,EE,7.31,240903384,,15,DAC,14,DAC
230901386,Nikhil Agarwal,M,3,CSE,7.47,230907387,,10,DC,23,DAC
230907387,Nikhil Kapoor,M,3,CE,6.38,230901386,,10,DC,23,DAC
230908388,Pranav Pillai,M,3,BT,6.97,240912389,,14,DAC,10,DC
240912389,Siddharth Gupta,M,2,AI,6.44,230908388,,14,DAC,10,DC
240913390,Yash Nair,M,2,IS,7.29,240906391,,14,DAC,23,QAC
240906391,Karan Das,M,2,CCE,9.55,240913390,,14,DAC,23,QAC
240909392,Aman Shetty,M,2,AE,5.85,240902394,,15,DAC,23,DAC
240902394,Nikhil Gupta,M,2,ECE,5.56,240909392,,15,DAC,23,DAC
240901395,Kunal Sharma,M,2,CSE,9.27,230906396,,14,DAC,10,DC
230906396,Pranav Singh,M,3,CCE,7.25,240901395,,14,DAC,10,DC
240905397,Tarun Singh,M,2,IT,6.7,240906398,,15,DAC,14,DAC
240906398,Aman Iyer,M,2,CCE,8.75,240905397,,15,DAC,14,DAC
240901399,Siddharth Sharma,M,2,CSE,6.77,240914400,,14,DAC,23,QAC
240914400,Siddharth Bhatt,M,2,MT,9.69,240901399,,14,DAC,23,QAC
230911401,Siddharth Mehta,M,3,DS,8.31,240907402,,15,DAC,14,DAC
240907402,Ankit Verma,M,2,CE,6.91,230911401,,15,DAC,14,DAC
240912403,Karan Joshi,M,2,AI,10,230915404,,23,DAC,15,DAC
230915404,Karan Kapoor,M,3,PE,6.77,240912403,,23,DAC,15,DAC
230907405,Manish Kulkarni,M,3,CE,8.39,240908406,,14,DAC,10,DC
240908406,Siddharth Kulkarni,M,2,BT,7.86,230907405,,14,DAC,10,DC
240909407,Karan Joshi,M,2,AE,9.06,230907408,,10,DC,15,DAC
230907408,Karan Kulkarni,M,3,CE,9.37,240909407,,10,DC,15,DAC
240910409,Aditya Reddy,M,2,CHE,7.54,240908410,,14,DAC,23,DAC
240908410,Nikhil Reddy,M,2,BT,6.6,240910409,,14,DAC,23,DAC
240901411,Aman Agarwal,M,2,CSE,8.05,230906412,,14,DAC,10,DC
230906412,Rajat Patel,M,3,CCE,6.69,240901411,,14,DAC,10,DC
240907413,Yash Joshi,M,2,CE,9.92,240913415,,15,DAC,14,DAC
240913415,Rahul Bhatt,M,2,IS,7.66,240907413,,15,DAC,14,DAC
240911416,Siddharth Reddy,M,2,DS,7.06,240915417,,14,DAC,23,QAC
240915417,Aditya Agarwal,M,2,PE,7.72,240911416,,14,DAC,23,QAC
240905418,Raghav Sharma,M,2,IT,5.88,240915420,,15,DAC,23,QAC
240915420,Karan Gupta,M,2,PE,6.33,240905418,,15,DAC,23,QAC
240906421,Rohan Kapoor,M,2,CCE,8.94,240909422,,14,DAC,15,DAC
240909422,Aditya Shetty,M,2,AE,6.71,240906421,,14,DAC,15,DAC
240903423,Arjun Verma,M,2,ME,6.24,240906424,,15,DAC,23,DAC
240906424,Vikram Reddy,M,2,CCE,8.14,240903423,,15,DAC,23,DAC
230901425,Rahul Agarwal,M,3,CSE,8.92,230910426,,15,DAC,14,DAC
230910426,Vikram Reddy,M,3,CHE,8.36,230901425,,15,DAC,14,DAC
240912427,Vikram Sharma,M,2,AI,8.7,240911428,,10,DC,14,DAC
240911428,Nikhil Patel,M,2,DS,6.59,240912427,,10,DC,14,DAC
240912429,Vikram Patel,M,2,AI,5.79,240906430,,14,DAC,10,DC
240906430,Nikhil Singh,M,2,CCE,9.3,240912429,,14,DAC,10,DC
240906431,Aman Pillai,M,2,CCE,7.11,230907432,,15,DAC,14,DAC
230907432,Vikram Kulkarni,M,3,CE,7.2,240906431,,15,DAC,14,DAC
240906433,Manish Kulkarni,M,2,CCE,9.09,230906434,,15,DAC,23,DAC
230906434,Siddharth Kulkarni,M,3,CCE,8.17,240906433,,15,DAC,23,DAC
230907435,Rohan Joshi,M,3,CE,8.05,240907436,,15,DAC,14,DAC
240907436,Karan Reddy,M,2,CE,10,230907435,,15,DAC,14,DAC
240908437,Rohan Das,M,2,BT,6.73,240901439,,15,DAC,14,DAC
240901439,Yash Joshi,M,2,CSE,8.61,240908437,,15,DAC,14,DAC
240908440,Aditya Menon,M,2,BT,7.57,240905441,,15,DAC,23,DAC
240905441,Karan Agarwal,M,2,IT,7.82,240908440,,15,DAC,23,DAC
240908442,Vikram Sharma,M,2,BT,9.33,240907443,,15,DAC,23,QAC
240907443,Nikhil Patel,M,2,CE,8.11,240908442,,15,DAC,23,QAC
240906444,Aman Shetty,M,2,CCE,8.15,240911446,,14,DAC,15,DAC
240911446,Rahul Agarwal,M,2,DS,8.79,240906444,,14,DAC,15,DAC
240911447,Manish Nair,M,2,DS,7.06,240913448,,15,DAC,23,QAC
240913448,Rohan Kulkarni,M,2,IS,6.49,240911447,,15,DAC,23,QAC
240905449,Ankit Das,M,2,IT,6.25,240910450,,14,DAC,15,DAC
240910450,Ankit Mehta,M,2,CHE,5.14,240905449,,14,DAC,15,DAC
240914451,Varun Chatterjee,M,2,MT,9.97,240903452,,14,DAC,15,DAC
240903452,Varun Joshi,M,2,ME,6.18,240914451,,14,DAC,15,DAC
230901453,Rohan Shetty,M,3,CSE,7.23,240902454,,14,DAC,15,DAC
240902454,Rohan Reddy,M,2,ECE,7.17,230901453,,14,DAC,15,DAC
240909455,Aman Bansal,M,2,AE,7.87,240913456,,15,DAC,23,DAC
240913456,Siddharth Reddy,M,2,IS,8.48,240909455,,15,DAC,23,DAC
240902457,Pranav Verma,M,2,ECE,8.53,240911458,,14,DAC,10,DC
240911458,Tarun Sharma,M,2,DS,6.8,240902457,,14,DAC,10,DC
230903459,Rohan Bansal,M,3,ME,7.3,240907460,,15,DAC,14,DAC
240907460,Siddharth Sharma,M,2,CE,7.84,230903459,,15,DAC,14,DAC
240910461,Yash Sharma,M,2,CHE,7.2,240902462,,15,DAC,14,DAC
240902462,Kunal Kapoor,M,2,ECE,9.43,240910461,,15,DAC,14,DAC
230912463,Harsh Mehta,M,3,AI,8.09,240906464,,14,DAC,10,DC
240906464,Raghav Joshi,M,2,CCE,8.38,230912463,,14,DAC,10,DC
240902465,Aditya Patel,M,2,ECE,8.3,230912466,,14,DAC,15,DAC
230912466,Sid Patel,M,3,AI,8.91,240902465,,14,DAC,15,DAC
240903467,Varun Patel,M,2,ME,7.72,240912468,,15,DAC,23,DAC
240912468,Siddharth Agarwal,M,2,AI,5.94,240903467,,15,DAC,23,DAC
240902469,Rahul Sharma,M,2,ECE,7.98,240914470,,15,DAC,10,DC
240914470,Rahul Das,M,2,MT,6.72,240902469,,15,DAC,10,DC
240911471,Aditya Menon,M,2,DS,6.87,240906472,,15,DAC,10,DC
240906472,Vikram Das,M,2,CCE,8.2,240911471,,15,DAC,10,DC
240904473,Ankit Bhatt,M,2,EE,8.99,240905474,,14,DAC,10,DC
240905474,Pranav Sharma,M,2,IT,7.53,240904473,,14,DAC,10,DC
240914475,Ankit Menon,M,2,MT,7.87,240901476,,14,DAC,15,DAC
240901476,Kunal Gupta,M,2,CSE,9.54,240914475,,14,DAC,15,DAC
240906477,Ankit Kulkarni,M,2,CCE,7.79,230914478,,14,DAC,23,QAC
230914478,Karan Gupta,M,3,MT,10,240906477,,14,DAC,23,QAC
230909479,Tarun Gupta,M,3,AE,8.18,240910480,,14,DAC,23,DAC
240910480,Rahul Das,M,2,CHE,5.39,230909479,,14,DAC,23,DAC
240915481,Vikram Mehta,M,2,PE,8.4,240907482,,15,DAC,23,DAC
240907482,Sid Patel,M,2,CE,7.96,240915481,,15,DAC,23,DAC
240901483,Sid Iyer,M,2,CSE,9.05,240914484,,14,DAC,15,DAC
240914484,Vikram Nair,M,2,MT,8.31,240901483,,14,DAC,15,DAC
240910485,Kunal Shetty,M,2,CHE,7.33,240910486,,23,QAC,23,DAC
240910486,Aman Shetty,M,2,CHE,6.03,240910485,,23,QAC,23,DAC
240910487,Harsh Kapoor,M,2,CHE,7.25,230911488,,15,DAC,10,DC
230911488,Yash Sharma,M,3,DS,6.48,240910487,,15,DAC,10,DC
240912489,Arjun Kulkarni,M,2,AI,6.8,240906490,,23,DAC,10,DC
240906490,Nikhil Pillai,M,2,CCE,8.21,240912489,,23,DAC,10,DC
240910491,Rahul Bansal,M,2,CHE,9.5,240909492,,14,DAC,15,DAC
240909492,Karan Kulkarni,M,2,AE,7.97,240910491,,14,DAC,15,DAC
240910493,Varun Menon,M,2,CHE,6.06,240903494,,15,DAC,14,DAC
240903494,Vikram Patel,M,2,ME,8.03,240910493,,15,DAC,14,DAC
240911495,Kunal Shetty,M,2,DS,8.94,240908496,,14,DAC,10,DC
240908496,Arjun Iyer,M,2,BT,6.77,240911495,,14,DAC,10,DC
240915497,Rajat Shetty,M,2,PE,7.34,240915498,,14,DAC,10,DC
240915498,Nikhil Reddy,M,2,PE,7.52,240915497,,14,DAC,10,DC
240905499,Rohan Joshi,M,2,IT,6.56,240901500,,15,DAC,23,QAC
240901500,Raghav Sharma,M,2,CSE,8.28,240905499,,15,DAC,23,QAC
230904501,Yash Shetty,M,3,EE,7.35,240902502,,15,DAC,14,DAC
240902502,Karan Joshi,M,2,ECE,8,230904501,,15,DAC,14,DAC
230903503,Vikram Shetty,M,3,ME,6.44,240902504,,14,DAC,23,DAC
240902504,Kunal Singh,M,2,ECE,6.98,230903503,,14,DAC,23,DAC
230912505,Sid Patel,M,3,AI,8.37,240906506,,15,DAC,10,DC
240906506,Tarun Chatterjee,M,2,CCE,7.05,230912505,,15,DAC,10,DC
240915507,Pranav Shetty,M,2,PE,9.57,240909508,,14,DAC,10,DC
240909508,Kunal Das,M,2,AE,7.02,240915507,,14,DAC,10,DC
240906509,Aman Gupta,M,2,CCE,7.77,230905510,,15,DAC,23,DAC
230905510,Arjun Chatterjee,M,3,IT,8.62,240906509,,15,DAC,23,DAC
230911511,Manish Patel,M,3,DS,5.8,240911512,,14,DAC,23,DAC
240911512,Kunal Gupta,M,2,DS,5.39,230911511,,14,DAC,23,DAC
240909513,Kunal Agarwal,M,2,AE,5.67,230903514,,15,DAC,14,DAC
230903514,Siddharth Patel,M,3,ME,9.02,240909513,,15,DAC,14,DAC
240910515,Pranav Shetty,M,2,CHE,6.84,240904516,,14,DAC,15,DAC
240904516,Manish Verma,M,2,EE,10,240910515,,14,DAC,15,DAC
240911517,Sid Menon,M,2,DS,6.82,240910518,,14,DAC,23,DAC
240910518,Siddharth Kulkarni,M,2,CHE,7.72,240911517,,14,DAC,23,DAC
240908519,Ankit Reddy,M,2,BT,9.35,240907520,,14,DAC,15,DAC
240907520,Harsh Joshi,M,2,CE,9.91,240908519,,14,DAC,15,DAC
240915521,Pranav Shetty,M,2,PE,9.97,240904522,,15,DAC,23,DAC
240904522,Kunal Bansal,M,2,EE,8.95,240915521,,15,DAC,23,DAC
230906523,Aman Verma,M,3,CCE,8.73,240915524,,15,DAC,23,QAC
240915524,Karan Nair,M,2,PE,8.21,230906523,,15,DAC,23,QAC
240915525,Karan Verma,M,2,PE,8.43,240903526,,14,DAC,23,DAC
240903526,Raghav Nair,M,2,ME,6.84,240915525,,14,DAC,23,DAC
240902527,Vikram Iyer,M,2,ECE,6.52,240913528,,15,DAC,14,DAC
240913528,Karan Chatterjee,M,2,IS,7.5,240902527,,15,DAC,14,DAC
240903529,Pranav Bansal,M,2,ME,7.3,230909530,,14,DAC,23,QAC
230909530,Raghav Gupta,M,3,AE,6.96,240903529,,14,DAC,23,QAC
240907531,Karan Bansal,M,2,CE,8.34,230903532,,15,DAC,23,DAC
230903532,Aman Patel,M,3,ME,8.65,240907531,,15,DAC,23,DAC
240910533,Rohan Mehta,M,2,CHE,7.61,240903534,,14,DAC,15,DAC
240903534,Rahul Verma,M,2,ME,9.27,240910533,,14,DAC,15,DAC
240909536,Karan Sharma,M,2,AE,6.13,230903537,,14,DAC,23,DAC
230903537,Tarun Das,M,3,ME,7.27,240909536,,14,DAC,23,DAC
240907539,Pranav Joshi,M,2,CE,6.64,240901540,,15,DAC,14,DAC
240901540,Sid Sharma,M,2,CSE,5.26,240907539,,15,DAC,14,DAC
230903541,Aman Das,M,3,ME,7.4,240913542,,15,DAC,10,DC
240913542,Vikram Verma,M,2,IS,7.35,230903541,,15,DAC,10,DC
240913543,Varun Pillai,M,2,IS,9.32,240906544,,14,DAC,10,DC
240906544,Yash Das,M,2,CCE,8.26,240913543,,14,DAC,10,DC
240914545,Nikhil Verma,M,2,MT,6.27,240903546,,10,DC,23,QAC
240903546,Arjun Chatterjee,M,2,ME,9.72,240914545,,10,DC,23,QAC
230901547,Manish Joshi,M,3,CSE,8.97,230903548,,23,QAC,15,DAC
230903548,Manish Shetty,M,3,ME,8.2,230901547,,23,QAC,15,DAC
240908549,Yash Joshi,M,2,BT,7.23,240907550,,14,DAC,15,DAC
240907550,Manish Verma,M,2,CE,6.35,240908549,,14,DAC,15,DAC
240910551,Siddharth Nair,M,2,CHE,7.05,240902552,,23,DAC,10,DC
240902552,Rahul Reddy,M,2,ECE,8.81,240910551,,23,DAC,10,DC
240914553,Rajat Kapoor,M,2,MT,9.76,240902554,,10,DC,23,DAC
240902554,Aman Singh,M,2,ECE,9.35,240914553,,10,DC,23,DAC
230915555,Siddharth Shetty,M,3,PE,6.91,240910556,,14,DAC,23,QAC
