"id","regNo","name","gender","year","department","cgpa","sessionId","pref1BlockNum","pref1RoomTypeCode","pref2BlockNum","pref2RoomTypeCode","password","source"
"20951","240905946","Manish Singh","MALE","2","IT","6.22","6","14","DAC","15","DAC",,"CSV"
"20952","240905947","Vikram Agarwal","MALE","2","IT","5.67","6","23","DAC","15","DAC",,"CSV"
"20953","240904948","Yash Shetty","MALE","2","EE","6.67","6","23","DAC","15","DAC",,"CSV"
"20954","240910949","Yash Bansal","MALE","2","CHE","7.45","6","14","DAC","23","DAC",,"CSV"
"20955","240904950","Rahul Agarwal","MALE","2","EE","7.79","6","14","DAC","23","DAC",,"CSV"
"20956","240911951","Tarun Kulkarni","MALE","2","DS","7.21","6","14","DAC","15","DAC",,"CSV"
"20957","240908952","Arjun Shetty","MALE","2","BT","7.92","6","14","DAC","15","DAC",,"CSV"
"20958","230913953","Harsh Nair","MALE","3","IS","6","6","10","DC","15","DAC",,"CSV"
"20959","240907954","Siddharth Chatterjee","MALE","2","CE","9.23","6","10","DC","15","DAC",,"CSV"
"20960","240902955","Kunal Kapoor","MALE","2","ECE","7.4","6","23","QAC","23","DAC",,"CSV"
"20961","240906956","Siddharth Bhatt","MALE","2","CCE","8.84","6","23","QAC","23","DAC",,"CSV"
"20962","240910957","Kunal Verma","MALE","2","CHE","7.91","6","15","DAC","14","DAC",,"CSV"
"20963","240901958","Tarun Kulkarni","MALE","2","CSE","8.05","6","15","DAC","14","DAC",,"CSV"
"20964","230915959","Nikhil Gupta","MALE","3","PE","8.18","6","14","DAC","10","DC",,"CSV"
"20965","230913960","Karan Shetty","MALE","3","IS","8.04","6","14","DAC","10","DC",,"CSV"
"20966","240913961","Kunal Gupta","MALE","2","IS","8.27","6","14","DAC","15","DAC",,"CSV"
"20967","230912962","Sid Kulkarni","MALE","3","AI","9.09","6","14","DAC","15","DAC",,"CSV"
"20968","240914963","Rohan Joshi","MALE","2","MT","7.74","6","14","DAC","10","DC",,"CSV"
"20969","230907964","Karan Gupta","MALE","3","CE","8.35","6","14","DAC","10","DC",,"CSV"
"20970","240905965","Harsh Singh","MALE","2","IT","7.39","6","14","DAC","10","DC",,"CSV"
"20971","240907966","Vikram Kulkarni","MALE","2","CE","9.23","6","14","DAC","10","DC",,"CSV"
"20972","240911967","Raghav Verma","MALE","2","DS","6.69","6","14","DAC","15","DAC",,"CSV"
"20973","240910968","Kunal Shetty","MALE","2","CHE","9.66","6","14","DAC","15","DAC",,"CSV"
"20974","240902969","Tarun Singh","MALE","2","ECE","7.45","6","15","DAC","23","DAC",,"CSV"
"20975","240912970","Rahul Joshi","MALE","2","AI","5.78","6","15","DAC","23","DAC",,"CSV"
"20976","230915971","Arjun Singh","MALE","3","PE","7.65","6","14","DAC","15","DAC",,"CSV"
"20977","230912972","Karan Sharma","MALE","3","AI","6.68","6","14","DAC","15","DAC",,"CSV"
"20978","240902973","Raghav Mehta","MALE","2","ECE","8.51","6","15","DAC","14","DAC",,"CSV"
"20979","240909974","Karan Menon","MALE","2","AE","6.72","6","15","DAC","14","DAC",,"CSV"
"20980","240905975","Aditya Reddy","MALE","2","IT","6.96","6","14","DAC","23","QAC",,"CSV"
"20981","240904976","Kunal Kapoor","MALE","2","EE","5.23","6","14","DAC","23","QAC",,"CSV"
"20982","240913977","Nikhil Das","MALE","2","IS","6.96","6","15","DAC","10","DC",,"CSV"
"20983","240907978","Nikhil Joshi","MALE","2","CE","4.59","6","15","DAC","10","DC",,"CSV"
"20984","240913979","Siddharth Singh","MALE","2","IS","5.6","6","15","DAC","23","QAC",,"CSV"
"20985","240912980","Tarun Chatterjee","MALE","2","AI","8.41","6","15","DAC","23","QAC",,"CSV"
"20986","230911981","Vikram Nair","MALE","3","DS","8.44","6","15","DAC","14","DAC",,"CSV"
"20987","240902982","Karan Bhatt","MALE","2","ECE","8.01","6","15","DAC","14","DAC",,"CSV"
"20988","240903983","Raghav Verma","MALE","2","ME","6.34","6","14","DAC","15","DAC",,"CSV"
"20989","240906984","Rohan Bansal","MALE","2","CCE","7.44","6","14","DAC","15","DAC",,"CSV"
"20990","240911985","Nikhil Chatterjee","MALE","2","DS","7.5","6","14","DAC","10","DC",,"CSV"
"20991","230914986","Arjun Mehta","MALE","3","MT","6.11","6","14","DAC","10","DC",,"CSV"
"20992","240912987","Karan Joshi","MALE","2","AI","9.3","6","14","DAC","10","DC",,"CSV"
"20993","240902988","Manish Shetty","MALE","2","ECE","8.55","6","14","DAC","10","DC",,"CSV"
"20994","240912989","Varun Gupta","MALE","2","AI","7.23","6","15","DAC","14","DAC",,"CSV"
"20995","240904990","Yash Das","MALE","2","EE","7.53","6","15","DAC","14","DAC",,"CSV"
"20996","230913991","Rahul Reddy","MALE","3","IS","7.75","6","15","DAC","23","QAC",,"CSV"
"20997","240909992","Rahul Verma","MALE","2","AE","5.05","6","15","DAC","23","QAC",,"CSV"
"20998","240903993","Raghav Singh","MALE","2","ME","7.2","6","23","DAC","14","DAC",,"CSV"
"20999","240913994","Arjun Das","MALE","2","IS","6.68","6","23","DAC","14","DAC",,"CSV"
"21000","240903995","Siddharth Gupta","MALE","2","ME","6.3","6","10","DC","15","DAC",,"CSV"
"21001","240904996","Rohan Menon","MALE","2","EE","7.16","6","10","DC","15","DAC",,"CSV"
"21002","240905997","Rajat Menon","MALE","2","IT","9.66","6","10","DC","15","DAC",,"CSV"
"21003","240915998","Aman Singh","MALE","2","PE","8.27","6","10","DC","15","DAC",,"CSV"
"21004","240901000","Tarun Reddy","MALE","2","CSE","6.81","6","10","DC","14","DAC",,"CSV"
"21005","240912001","Rajat Bhatt","MALE","2","AI","8.19","6","10","DC","14","DAC",,"CSV"
"21006","240915002","Aditya Patel","MALE","2","PE","9.18","6","23","DAC","10","DC",,"CSV"
"21007","240915003","Arjun Nair","MALE","2","PE","8.61","6","23","DAC","10","DC",,"CSV"
"21008","240909004","Pranav Chatterjee","MALE","2","AE","7.57","6","15","DAC","14","DAC",,"CSV"
"21009","230915005","Rajat Kulkarni","MALE","3","PE","6.72","6","15","DAC","14","DAC",,"CSV"
"21010","240910007","Aditya Bhatt","MALE","2","CHE","8.34","6","14","DAC","23","DAC",,"CSV"
"21011","240915008","Raghav Kulkarni","MALE","2","PE","7.97","6","14","DAC","23","DAC",,"CSV"
"21012","240904009","Aditya Chatterjee","MALE","2","EE","8.57","6","23","QAC","15","DAC",,"CSV"
"21013","240911010","Rajat Pillai","MALE","2","DS","8.26","6","23","QAC","15","DAC",,"CSV"
"21014","240901011","Rajat Verma","MALE","2","CSE","8.76","6","14","DAC","15","DAC",,"CSV"
"21015","240905012","Karan Das","MALE","2","IT","6.86","6","14","DAC","15","DAC",,"CSV"
"21016","230902013","Yash Singh","MALE","3","ECE","9.08","6","15","DAC","14","DAC",,"CSV"
"21017","240914014","Karan Patel","MALE","2","MT","7.74","6","15","DAC","14","DAC",,"CSV"
"21018","230911015","Harsh Patel","MALE","3","DS","9.99","6","14","DAC","10","DC",,"CSV"
"21019","240902016","Manish Verma","MALE","2","ECE","6.67","6","14","DAC","10","DC",,"CSV"
"21020","230913017","Aman Reddy","MALE","3","IS","9.58","6","14","DAC","10","DC",,"CSV"
"21021","240902018","Pranav Reddy","MALE","2","ECE","7.74","6","14","DAC","10","DC",,"CSV"
"21022","240905019","Arjun Bansal","MALE","2","IT","6.72","6","15","DAC","14","DAC",,"CSV"
"21023","230907020","Rohan Sharma","MALE","3","CE","6.92","6","15","DAC","14","DAC",,"CSV"
"21024","230905021","Rajat Nair","MALE","3","IT","7.12","6","14","DAC","15","DAC",,"CSV"
"21025","240902022","Rajat Nair","MALE","2","ECE","8.01","6","14","DAC","15","DAC",,"CSV"
"21026","230914023","Rohan Reddy","MALE","3","MT","8.13","6","23","DAC","23","QAC",,"CSV"
"21027","240907024","Ankit Shetty","MALE","2","CE","6.81","6","23","DAC","23","QAC",,"CSV"
"21028","240908025","Manish Shetty","MALE","2","BT","7.47","6","14","DAC","10","DC",,"CSV"
"21029","240907026","Harsh Agarwal","MALE","2","CE","10","6","14","DAC","10","DC",,"CSV"
"21030","230901027","Rajat Chatterjee","MALE","3","CSE","9.57","6","14","DAC","15","DAC",,"CSV"
"21031","240903028","Arjun Gupta","MALE","2","ME","8.02","6","14","DAC","15","DAC",,"CSV"
"21032","240911029","Kunal Nair","MALE","2","DS","7.55","6","14","DAC","10","DC",,"CSV"
"21033","240910030","Karan Sharma","MALE","2","CHE","7.64","6","14","DAC","10","DC",,"CSV"
"21034","240910031","Manish Reddy","MALE","2","CHE","8.24","6","15","DAC","14","DAC",,"CSV"
"21035","230908032","Rohan Bansal","MALE","3","BT","6.27","6","15","DAC","14","DAC",,"CSV"
"21036","230901033","Harsh Singh","MALE","3","CSE","7.19","6","14","DAC","23","QAC",,"CSV"
"21037","240901034","Siddharth Menon","MALE","2","CSE","5.5","6","14","DAC","23","QAC",,"CSV"
"21038","240913035","Rajat Menon","MALE","2","IS","7.98","6","14","DAC","10","DC",,"CSV"
"21039","240902036","Arjun Nair","MALE","2","ECE","8.28","6","14","DAC","10","DC",,"CSV"
"21040","240913038","Sid Patel","MALE","2","IS","6.92","6","14","DAC","10","DC",,"CSV"
"21041","240911039","Aman Verma","MALE","2","DS","9.39","6","14","DAC","10","DC",,"CSV"
"21042","240905040","Rahul Kapoor","MALE","2","IT","6.03","6","14","DAC","23","QAC",,"CSV"
"21043","230907041","Raghav Patel","MALE","3","CE","5.74","6","14","DAC","23","QAC",,"CSV"
"21044","240914042","Aman Mehta","MALE","2","MT","7.77","6","15","DAC","14","DAC",,"CSV"
"21045","240911043","Ankit Nair","MALE","2","DS","8.76","6","15","DAC","14","DAC",,"CSV"
"21046","230910044","Yash Iyer","MALE","3","CHE","9.52","6","10","DC","15","DAC",,"CSV"
"21047","230903045","Sid Chatterjee","MALE","3","ME","6.95","6","10","DC","15","DAC",,"CSV"
"21048","240909046","Ankit Das","MALE","2","AE","8.79","6","23","DAC","14","DAC",,"CSV"
"21049","230911047","Aman Pillai","MALE","3","DS","7.45","6","23","DAC","14","DAC",,"CSV"
"21050","240903048","Kunal Joshi","MALE","2","ME","7.29","6","14","DAC","15","DAC",,"CSV"
"21051","230904049","Siddharth Kulkarni","MALE","3","EE","8.56","6","14","DAC","15","DAC",,"CSV"
"21052","240910050","Yash Patel","MALE","2","CHE","8.28","6","15","DAC","23","QAC",,"CSV"
"21053","240908051","Arjun Das","MALE","2","BT","5.61","6","15","DAC","23","QAC",,"CSV"
"21054","230904052","Aman Patel","MALE","3","EE","9.27","6","14","DAC","10","DC",,"CSV"
"21055","230913053","Manish Das","MALE","3","IS","9.16","6","14","DAC","10","DC",,"CSV"
"21056","240907054","Vikram Mehta","MALE","2","CE","6.75","6","14","DAC","23","DAC",,"CSV"
"21057","230908055","Manish Bansal","MALE","3","BT","7.97","6","14","DAC","23","DAC",,"CSV"
"21058","240915056","Harsh Patel","MALE","2","PE","8.09","6","14","DAC","10","DC",,"CSV"
"21059","240911057","Kunal Pillai","MALE","2","DS","7.81","6","14","DAC","10","DC",,"CSV"
"21060","240904059","Manish Chatterjee","MALE","2","EE","6.84","6","14","DAC","15","DAC",,"CSV"
"21061","230910060","Siddharth Patel","MALE","3","CHE","6.69","6","14","DAC","15","DAC",,"CSV"
"21062","240911061","Ankit Menon","MALE","2","DS","7.47","6","14","DAC","15","DAC",,"CSV"
"21063","240906062","Tarun Menon","MALE","2","CCE","8.91","6","14","DAC","15","DAC",,"CSV"
"21064","240903063","Tarun Menon","MALE","2","ME","8.15","6","23","DAC","23","QAC",,"CSV"
"21065","240914064","Manish Mehta","MALE","2","MT","7.06","6","23","DAC","23","QAC",,"CSV"
"21066","240913065","Ankit Chatterjee","MALE","2","IS","8.43","6","10","DC","15","DAC",,"CSV"
"21067","240904066","Yash Iyer","MALE","2","EE","4.08","6","10","DC","15","DAC",,"CSV"
"21068","230907067","Nikhil Chatterjee","MALE","3","CE","8.88","6","23","DAC","15","DAC",,"CSV"
"21069","230904068","Harsh Joshi","MALE","3","EE","5.41","6","23","DAC","15","DAC",,"CSV"
"21070","230904069","Vikram Nair","MALE","3","EE","7.07","6","15","DAC","14","DAC",,"CSV"
"21071","240901070","Kunal Reddy","MALE","2","CSE","6.16","6","15","DAC","14","DAC",,"CSV"
"21072","240904071","Sid Patel","MALE","2","EE","5.95","6","10","DC","14","DAC",,"CSV"
"21073","240904072","Siddharth Das","MALE","2","EE","8.89","6","10","DC","14","DAC",,"CSV"
"21074","240914073","Rajat Patel","MALE","2","MT","6.94","6","14","DAC","10","DC",,"CSV"
"21075","240908074","Rahul Menon","MALE","2","BT","7.92","6","14","DAC","10","DC",,"CSV"
"21076","240909075","Rahul Bansal","MALE","2","AE","7.44","6","14","DAC","23","QAC",,"CSV"
"21077","240903076","Aditya Kapoor","MALE","2","ME","8.07","6","14","DAC","23","QAC",,"CSV"
"21078","240910077","Siddharth Menon","MALE","2","CHE","7.59","6","15","DAC","10","DC",,"CSV"
"21079","240906078","Rajat Nair","MALE","2","CCE","5.96","6","15","DAC","10","DC",,"CSV"
"21080","230907079","Karan Kapoor","MALE","3","CE","8.7","6","14","DAC","15","DAC",,"CSV"
"21081","240904080","Rajat Kapoor","MALE","2","EE","6.91","6","14","DAC","15","DAC",,"CSV"
"21082","240911081","Manish Menon","MALE","2","DS","5.63","6","15","DAC","14","DAC",,"CSV"
"21083","240906082","Aditya Patel","MALE","2","CCE","6.99","6","15","DAC","14","DAC",,"CSV"
"21084","240911083","Kunal Sharma","MALE","2","DS","9.3","6","14","DAC","23","QAC",,"CSV"
"21085","230905084","Rohan Joshi","MALE","3","IT","8.52","6","14","DAC","23","QAC",,"CSV"
"21086","240909086","Varun Shetty","MALE","2","AE","7.08","6","15","DAC","23","QAC",,"CSV"
"21087","240907087","Sid Kulkarni","MALE","2","CE","7.08","6","15","DAC","23","QAC",,"CSV"
"21088","230902088","Rahul Verma","MALE","3","ECE","7.11","6","14","DAC","23","DAC",,"CSV"
"21089","240901089","Rohan Iyer","MALE","2","CSE","9.99","6","14","DAC","23","DAC",,"CSV"
"21090","240913090","Aman Iyer","MALE","2","IS","7.96","6","14","DAC","10","DC",,"CSV"
"21091","240905091","Vikram Das","MALE","2","IT","8.02","6","14","DAC","10","DC",,"CSV"
"21092","240903092","Kunal Menon","MALE","2","ME","8.74","6","14","DAC","10","DC",,"CSV"
"21093","240911093","Arjun Bansal","MALE","2","DS","7.79","6","14","DAC","10","DC",,"CSV"
"21094","240904094","Ankit Joshi","MALE","2","EE","7.19","6","14","DAC","15","DAC",,"CSV"
"21095","240902095","Varun Patel","MALE","2","ECE","7.26","6","14","DAC","15","DAC",,"CSV"
"21096","240909096","Ankit Kapoor","MALE","2","AE","7.41","6","14","DAC","10","DC",,"CSV"
"21097","240915098","Tarun Nair","MALE","2","PE","7.46","6","14","DAC","10","DC",,"CSV"
"21098","240912099","Manish Patel","MALE","2","AI","8.37","6","15","DAC","10","DC",,"CSV"
"21099","240907100","Karan Pillai","MALE","2","CE","7.56","6","15","DAC","10","DC",,"CSV"
"21100","240915101","Aman Bhatt","MALE","2","PE","8.38","6","14","DAC","10","DC",,"CSV"
"21101","240902102","Tarun Iyer","MALE","2","ECE","7.4","6","14","DAC","10","DC",,"CSV"
"21102","240912103","Harsh Shetty","MALE","2","AI","7.59","6","14","DAC","10","DC",,"CSV"
"21103","240914104","Nikhil Singh","MALE","2","MT","5.1","6","14","DAC","10","DC",,"CSV"
"21104","230915105","Vikram Singh","MALE","3","PE","8.6","6","14","DAC","23","DAC",,"CSV"
"21105","240914106","Rahul Pillai","MALE","2","MT","7.92","6","14","DAC","23","DAC",,"CSV"
"21106","240903107","Rohan Iyer","MALE","2","ME","8.7","6","23","QAC","23","DAC",,"CSV"
"21107","240913108","Varun Kulkarni","MALE","2","IS","4.02","6","23","QAC","23","DAC",,"CSV"
"21108","240903109","Rajat Shetty","MALE","2","ME","10","6","14","DAC","23","QAC",,"CSV"
"21109","240910110","Manish Kapoor","MALE","2","CHE","7.33","6","14","DAC","23","QAC",,"CSV"
"21110","240913111","Rajat Mehta","MALE","2","IS","8.83","6","15","DAC","23","QAC",,"CSV"
"21111","240901112","Yash Reddy","MALE","2","CSE","6.25","6","15","DAC","23","QAC",,"CSV"
"21112","240901113","Aditya Mehta","MALE","2","CSE","8.24","6","14","DAC","15","DAC",,"CSV"
"21113","230902114","Aman Shetty","MALE","3","ECE","6.24","6","14","DAC","15","DAC",,"CSV"
"21114","230912115","Pranav Reddy","MALE","3","AI","6.75","6","15","DAC","14","DAC",,"CSV"
"21115","230904116","Manish Bhatt","MALE","3","EE","9.8","6","15","DAC","14","DAC",,"CSV"
"21116","240907117","Tarun Patel","MALE","2","CE","7.27","6","15","DAC","23","QAC",,"CSV"
"21117","240902118","Sid Bhatt","MALE","2","ECE","7.76","6","15","DAC","23","QAC",,"CSV"
"21118","240903119","Harsh Mehta","MALE","2","ME","8.54","6","14","DAC","23","DAC",,"CSV"
"21119","230910120","Raghav Kapoor","MALE","3","CHE","8.09","6","14","DAC","23","DAC",,"CSV"
"21120","240905122","Arjun Agarwal","MALE","2","IT","7.68","6","14","DAC","23","QAC",,"CSV"
"21121","240914123","Sid Bhatt","MALE","2","MT","7.94","6","14","DAC","23","QAC",,"CSV"
"21122","240904124","Arjun Nair","MALE","2","EE","10","6","10","DC","23","DAC",,"CSV"
"21123","240910126","Arjun Bansal","MALE","2","CHE","7.43","6","10","DC","23","DAC",,"CSV"
"21124","230909127","Pranav Pillai","MALE","3","AE","7.74","6","15","DAC","14","DAC",,"CSV"
"21125","240914128","Harsh Iyer","MALE","2","MT","8.76","6","15","DAC","14","DAC",,"CSV"
"21126","230911129","Nikhil Singh","MALE","3","DS","8.83","6","14","DAC","23","QAC",,"CSV"
"21127","240912130","Tarun Patel","MALE","2","AI","8.92","6","14","DAC","23","QAC",,"CSV"
"21128","240905131","Ankit Iyer","MALE","2","IT","8.27","6","14","DAC","15","DAC",,"CSV"
"21129","240901132","Kunal Mehta","MALE","2","CSE","6.13","6","14","DAC","15","DAC",,"CSV"
"21130","240912133","Raghav Joshi","MALE","2","AI","9.46","6","15","DAC","10","DC",,"CSV"
"21131","240903134","Rohan Kapoor","MALE","2","ME","6.12","6","15","DAC","10","DC",,"CSV"
"21132","240912135","Karan Verma","MALE","2","AI","7.86","6","14","DAC","23","DAC",,"CSV"
"21133","240902136","Yash Shetty","MALE","2","ECE","6.59","6","14","DAC","23","DAC",,"CSV"
"21134","240915137","Karan Joshi","MALE","2","PE","7.42","6","15","DAC","23","QAC",,"CSV"
"21135","230907138","Vikram Gupta","MALE","3","CE","7.89","6","15","DAC","23","QAC",,"CSV"
"21136","240914139","Rahul Singh","MALE","2","MT","7.89","6","14","DAC","23","DAC",,"CSV"
"21137","240912140","Ankit Joshi","MALE","2","AI","8.01","6","14","DAC","23","DAC",,"CSV"
"21138","230906141","Manish Bhatt","MALE","3","CCE","9.44","6","14","DAC","15","DAC",,"CSV"
"21139","240902142","Varun Singh","MALE","2","ECE","8.04","6","14","DAC","15","DAC",,"CSV"
"21140","230908143","Manish Joshi","MALE","3","BT","7.21","6","10","DC","15","DAC",,"CSV"
"21141","230910144","Vikram Reddy","MALE","3","CHE","8.66","6","10","DC","15","DAC",,"CSV"
"21142","240904145","Raghav Pillai","MALE","2","EE","8.93","6","15","DAC","23","DAC",,"CSV"
"21143","240907146","Harsh Gupta","MALE","2","CE","6.03","6","15","DAC","23","DAC",,"CSV"
"21144","240909147","Varun Gupta","MALE","2","AE","8.22","6","14","DAC","10","DC",,"CSV"
"21145","240902148","Kunal Pillai","MALE","2","ECE","8.34","6","14","DAC","10","DC",,"CSV"
"21146","240904149","Rajat Menon","MALE","2","EE","7.14","6","15","DAC","14","DAC",,"CSV"
"21147","240913150","Nikhil Sharma","MALE","2","IS","9.15","6","15","DAC","14","DAC",,"CSV"
"21148","240901151","Nikhil Menon","MALE","2","CSE","7.32","6","10","DC","14","DAC",,"CSV"
"21149","240915152","Tarun Bhatt","MALE","2","PE","7.65","6","10","DC","14","DAC",,"CSV"
"21150","240903153","Ankit Singh","MALE","2","ME","7.29","6","23","DAC","15","DAC",,"CSV"
"21151","240906154","Rajat Pillai","MALE","2","CCE","7.52","6","23","DAC","15","DAC",,"CSV"
"21152","240915155","Manish Pillai","MALE","2","PE","6.18","6","14","DAC","10","DC",,"CSV"
"21153","240902156","Aditya Reddy","MALE","2","ECE","5.77","6","14","DAC","10","DC",,"CSV"
"21154","240911157","Ankit Iyer","MALE","2","DS","9.41","6","14","DAC","10","DC",,"CSV"
"21155","240914158","Aman Das","MALE","2","MT","6.48","6","14","DAC","10","DC",,"CSV"
"21156","240903159","Manish Chatterjee","MALE","2","ME","6.31","6","15","DAC","14","DAC",,"CSV"
"21157","240905160","Aman Chatterjee","MALE","2","IT","4.92","6","15","DAC","14","DAC",,"CSV"
"21158","240911161","Pranav Nair","MALE","2","DS","6.73","6","15","DAC","23","QAC",,"CSV"
"21159","230913162","Tarun Mehta","MALE","3","IS","5.91","6","15","DAC","23","QAC",,"CSV"
"21160","240908164","Rohan Verma","MALE","2","BT","9.47","6","14","DAC","23","QAC",,"CSV"
"21161","240903165","Harsh Gupta","MALE","2","ME","8.71","6","14","DAC","23","QAC",,"CSV"
"21162","240901166","Harsh Verma","MALE","2","CSE","6.67","6","14","DAC","15","DAC",,"CSV"
"21163","240902167","Raghav Kulkarni","MALE","2","ECE","10","6","14","DAC","15","DAC",,"CSV"
"21164","240910168","Rajat Agarwal","MALE","2","CHE","8.68","6","15","DAC","10","DC",,"CSV"
"21165","230915169","Rajat Shetty","MALE","3","PE","7.11","6","15","DAC","10","DC",,"CSV"
"21166","240910170","Tarun Menon","MALE","2","CHE","4.5","6","14","DAC","15","DAC",,"CSV"
"21167","240902171","Raghav Gupta","MALE","2","ECE","10","6","14","DAC","15","DAC",,"CSV"
"21168","240913173","Rajat Verma","MALE","2","IS","5.83","6","15","DAC","14","DAC",,"CSV"
"21169","240912174","Arjun Verma","MALE","2","AI","5.53","6","15","DAC","14","DAC",,"CSV"
"21170","230904175","Manish Bhatt","MALE","3","EE","8.73","6","14","DAC","10","DC",,"CSV"
"21171","240910177","Pranav Mehta","MALE","2","CHE","10","6","14","DAC","10","DC",,"CSV"
"21172","240905178","Tarun Shetty","MALE","2","IT","9.16","6","10","DC","23","QAC",,"CSV"
"21173","240903179","Aman Menon","MALE","2","ME","8.18","6","10","DC","23","QAC",,"CSV"
"21174","240910180","Arjun Gupta","MALE","2","CHE","8.21","6","14","DAC","23","DAC",,"CSV"
"21175","240915181","Rajat Kulkarni","MALE","2","PE","8.52","6","14","DAC","23","DAC",,"CSV"
"21176","240908182","Varun Gupta","MALE","2","BT","8.41","6","14","DAC","15","DAC",,"CSV"
"21177","240915183","Raghav Bhatt","MALE","2","PE","7.84","6","14","DAC","15","DAC",,"CSV"
"21178","240905184","Yash Kulkarni","MALE","2","IT","7.63","6","23","DAC","14","DAC",,"CSV"
"21179","240903185","Sid Das","MALE","2","ME","7.42","6","23","DAC","14","DAC",,"CSV"
"21180","240914186","Raghav Singh","MALE","2","MT","6.6","6","15","DAC","23","DAC",,"CSV"
"21181","240915187","Aman Chatterjee","MALE","2","PE","7.16","6","15","DAC","23","DAC",,"CSV"
"21182","240905188","Kunal Menon","MALE","2","IT","5.47","6","14","DAC","10","DC",,"CSV"
"21183","240909189","Rohan Kulkarni","MALE","2","AE","7.38","6","14","DAC","10","DC",,"CSV"
"21184","230912190","Arjun Kapoor","MALE","3","AI","6.31","6","14","DAC","15","DAC",,"CSV"
"21185","230912191","Nikhil Nair","MALE","3","AI","6.18","6","14","DAC","15","DAC",,"CSV"
"21186","230911192","Aman Sharma","MALE","3","DS","7.72","6","14","DAC","15","DAC",,"CSV"
"21187","240910193","Siddharth Verma","MALE","2","CHE","9.17","6","14","DAC","15","DAC",,"CSV"
"21188","230911194","Yash Shetty","MALE","3","DS","8.6","6","10","DC","23","QAC",,"CSV"
"21189","230907195","Harsh Kapoor","MALE","3","CE","5.62","6","10","DC","23","QAC",,"CSV"
"21190","240908196","Varun Verma","MALE","2","BT","6.31","6","15","DAC","23","QAC",,"CSV"
"21191","240902197","Karan Kulkarni","MALE","2","ECE","8.63","6","15","DAC","23","QAC",,"CSV"
"21192","240913198","Varun Das","MALE","2","IS","6.32","6","15","DAC","14","DAC",,"CSV"
"21193","240907199","Siddharth Kulkarni","MALE","2","CE","7.23","6","15","DAC","14","DAC",,"CSV"
"21194","230901200","Siddharth Nair","MALE","3","CSE","8.16","6","10","DC","15","DAC",,"CSV"
"21195","230906201","Rajat Chatterjee","MALE","3","CCE","6.34","6","10","DC","15","DAC",,"CSV"
"21196","230914202","Tarun Joshi","MALE","3","MT","7.63","6","15","DAC","10","DC",,"CSV"
"21197","230904203","Sid Singh","MALE","3","EE","5.9","6","15","DAC","10","DC",,"CSV"
"21198","230913204","Raghav Iyer","MALE","3","IS","6.78","6","15","DAC","10","DC",,"CSV"
"21199","240913205","Yash Gupta","MALE","2","IS","7.88","6","15","DAC","10","DC",,"CSV"
"21200","240904206","Yash Bhatt","MALE","2","EE","5.59","6","15","DAC","23","DAC",,"CSV"
"21201","240903207","Siddharth Pillai","MALE","2","ME","8.03","6","15","DAC","23","DAC",,"CSV"
"21202","240912208","Arjun Singh","MALE","2","AI","7.48","6","15","DAC","10","DC",,"CSV"
"21203","240914209","Arjun Gupta","MALE","2","MT","8.16","6","15","DAC","10","DC",,"CSV"
"21204","240904210","Aditya Iyer","MALE","2","EE","7.77","6","15","DAC","14","DAC",,"CSV"
"21205","240906212","Arjun Gupta","MALE","2","CCE","9.14","6","15","DAC","14","DAC",,"CSV"
"21206","240905213","Karan Das","MALE","2","IT","7.65","6","14","DAC","23","DAC",,"CSV"
"21207","240903214","Raghav Bhatt","MALE","2","ME","6.98","6","14","DAC","23","DAC",,"CSV"
"21208","230902215","Harsh Reddy","MALE","3","ECE","7.65","6","10","DC","15","DAC",,"CSV"
"21209","240908216","Rahul Agarwal","MALE","2","BT","8.15","6","10","DC","15","DAC",,"CSV"
"21210","230914217","Aditya Singh","MALE","3","MT","7.56","6","15","DAC","14","DAC",,"CSV"
"21211","230914218","Pranav Reddy","MALE","3","MT","7.55","6","15","DAC","14","DAC",,"CSV"
"21212","240906219","Raghav Patel","MALE","2","CCE","6.66","6","15","DAC","23","DAC",,"CSV"
"21213","240905220","Varun Iyer","MALE","2","IT","6.7","6","15","DAC","23","DAC",,"CSV"
"21214","240914221","Arjun Gupta","MALE","2","MT","5.82","6","14","DAC","10","DC",,"CSV"
"21215","240912222","Aman Agarwal","MALE","2","AI","9.6","6","14","DAC","10","DC",,"CSV"
"21216","230909223","Rohan Das","MALE","3","AE","6.01","6","14","DAC","10","DC",,"CSV"
"21217","240908224","Aman Das","MALE","2","BT","6.67","6","14","DAC","10","DC",,"CSV"
"21218","230903225","Vikram Singh","MALE","3","ME","6.64","6","15","DAC","23","DAC",,"CSV"
"21219","240911226","Rahul Singh","MALE","2","DS","8.57","6","15","DAC","23","DAC",,"CSV"
"21220","240908227","Pranav Gupta","MALE","2","BT","7.15","6","14","DAC","23","DAC",,"CSV"
"21221","230909228","Karan Shetty","MALE","3","AE","9","6","14","DAC","23","DAC",,"CSV"
"21222","240908229","Varun Agarwal","MALE","2","BT","6.69","6","15","DAC","14","DAC",,"CSV"
"21223","240902230","Karan Kapoor","MALE","2","ECE","7.83","6","15","DAC","14","DAC",,"CSV"
"21224","240913231","Pranav Bhatt","MALE","2","IS","6.5","6","23","QAC","23","DAC",,"CSV"
"21225","240901232","Karan Bansal","MALE","2","CSE","10","6","23","QAC","23","DAC",,"CSV"
